12 //Total number of Ge cuts to make
//Ge number(0-6),centroid, sigma
0, 789.7, 1.5
1, 789.7, 1.5
0, 883.6, 1.5
1, 883.6, 1.5
0, 943.6, 1.5
1, 943.6, 1.5
0, 992.8, 1.5
1, 992.8, 1.5
0, 1044.5, 1.5
1, 1044.5, 1.5
0, 1058.5, 1.5
1, 1058.5, 1.5
