14 //Total number of Ge cuts to make
//Ge number(0-6),centroid, sigma
0,267.5,1.5
1,267.5,1.5
2,267.5,1.5
3,267.5,1.5
4,267.5,1.5
5,267.5,1.5
6,267.5,1.5
0,290,1.5
1,290,1.5
2,290,1.5
3,290,1.5
4,290,1.5
5,290,1.5
6,290,1.5
