18 //Total number of Ge cuts to make
//Ge number(0-6),centroid, sigma
0,1065.2,1.5
1,1065.2,1.5
0,1040.5,1.5
1,1040.5,1.5
0,1169.1,1.5
1,1169.1,1.5
0,1009.6,1.5
1,1009.6,1.5
0,1067.2,1.5
1,1067.2,1.5
0,1174.2,1.5
1,1174.2,1.5
0,1222.4,1.5
1,1222.4,1.5
0,960.5,1.5
1,960.5,1.5
0,1079.2,1.5
1,1079.2,1.5
